,datetime,updated,headline,summary,symbols,sensation
6383,2018-11-16 17:14:14,2018-11-16 17:14:15,"Gene Munster Talks Apple, Amazon-Target, Tesla On PreMarket Prep",,"['AAPL', 'AMZN', 'TGT', 'TSLA']"," 0.12 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative or neutral depending on the context of the sentence and the aspect being focused on."
6384,2018-11-17 20:53:41,2018-11-17 20:53:41,"Pot Stocks, ETFs, Top News And Data From The Cannabis Industry This Week",,"['AAPL', 'ACB', 'APHA', 'APPL', 'BMMJ', 'CGC', 'CNTTF', 'CRON', 'GGTF', 'GOOG', 'GOOGL', 'GTBIF', 'GWPH', 'HMLSF', 'HYYDF', 'ITHUF', 'IVITF', 'MEDFF', 'MGM', 'MJ', 'MJNA', 'MMNFF', 'MRMD', 'PLSI', 'SMG', 'SPY', 'TGODF', 'THCBF', 'TLRY', 'TSXV:FLWR', 'WMT', 'XXII', 'ZYNE']"," 0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context provided, what is the sentiment strength?

Sentiment Strength: 0.12"
6385,2018-11-17 21:27:52,2018-11-17 21:27:52,"Barron's Picks And Pans: Apple, Amgen, TreeHouse Foods And More",,"['AAPL', 'AMGN', 'CAG', 'CVS', 'HD', 'MS', 'TGT', 'THS', 'XOM']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
6386,2018-11-18 20:46:15,2018-11-18 20:46:16,"Bulls & Bears Of The Week: Apple, Facebook, Home Depot, JCPenney And More",,"['AAL', 'AAPL', 'APRN', 'FB', 'GE', 'HD', 'JCP', 'JWN', 'TGT']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this aspect in the context of the sentence is 0.12."
6387,2018-11-18 22:49:16,2018-11-18 22:49:17,Apple CEO Tim Cook Says New Regulations Likely Coming for Tech Companies,,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength of this statement is 0.12."
6388,2018-11-19 09:07:10,2018-11-19 09:07:10,"Apple, Other Notebook Vendors Using Magnesium-lithium Alloy for Notebook Chassis",,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength of this statement is 0.12. This means that the statement has a slightly positive sentiment towards Apple Inc."
6389,2018-11-19 09:17:43,2018-11-19 09:17:43,Apple Slashed Production Orders for all Three New iPhone Models,,['AAPL']," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength of this statement would be -0.567."
6390,2018-11-19 14:49:52,2018-11-19 14:49:52,Apple's Volatile Ride Continues Amid Reports Of Production Cuts For New iPhone Models,,"['AAPL', 'LITE', 'QRVO', 'SWKS']"," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.567."
6391,2018-11-19 18:34:23,2018-11-19 18:34:23,"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Mon., Nov. 19, 2018",,"['AAPL', 'AKER', 'JD', 'LEJU', 'NIO', 'NVDA', 'PCG', 'TSLA', 'VKTX', 'YECO']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.17."
6392,2018-11-19 19:11:38,2018-11-19 19:11:38,"'Apple could be impacted by proposed US export ban on AI, Computer Vision, iPhone processor technology' -Apple Insider Reports",,['AAPL']," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.12."
6393,2018-11-20 12:27:51,2018-11-20 12:27:52,"Goldman Sachs Reiterates Neutral on Apple, Lowers Price Target to $182",,['AAPL']," 0.07 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this aspect in the context of the sentence is 0.07."
6394,2018-11-20 12:42:00,2018-11-20 12:42:00,"'Poor news curation at Bloomberg, CNBC, Reuters creating misleading iPhone supply chain panic' -Apple Insider Article From Mon. Morning",,['AAPL']," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.12."
6395,2018-11-20 14:42:16,2018-11-20 14:42:16,8 Biggest Price Target Changes For Tuesday,,"['AAPL', 'AVD', 'BECN', 'JD', 'REN', 'SPB', 'SSTI', 'SWKS']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. The sentiment strength of 0.43 suggests that this is a moderately positive statement about Morrisons.

In the second example, IMI has reported a drop in its first-quarter organic revenue and warned about its full-year performance. This indicates a negative sentiment towards the company. The sentiment strength of -0.344 suggests that this is a moderately negative statement about IMI.

In the third example, AAPL is mentioned among the 8 biggest price target changes for Tuesday. This statement does not provide enough information to determine a clear positive or negative sentiment towards AAPL. The sentiment strength of 0.12 suggests that this is a neutral statement about AAPL."
6396,2018-11-20 15:17:54,2018-11-20 15:17:54,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning Of Tues., Nov. 20, 2018",,"['AAPL', 'AKER', 'JD', 'LEJU', 'NIO', 'NVDA', 'PCG', 'SQ', 'TSLA', 'YECO']"," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.17."
6397,2018-11-20 17:38:17,2018-11-20 17:38:17,BofA: Apple Installed Base Holds 'Large Room' For Upside,,['AAPL']," 0.567 

In the given sentence, the aspect is ""Apple"" (AAPL). The sentiment strength for this aspect in the context of the sentence is 0.567."
6398,2018-11-20 20:34:00,2018-11-20 20:34:00,"Apple shares down 5% amid continued extreme weakness in tech stocks (SPDR Technology ETF is down 2.4%); Goldman Sachs earlier cut its price target on Apple from $209 to $182, implying only about 3% upside from levels stock currently trading near",,['AAPL']," -0.567

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.567."
6399,2018-11-20 15:38:26,2018-11-20 20:59:58,"Tech Shares, Retailer Earnings Roil Markets In Continuing Sell-Off",,"['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'HD', 'KSS', 'LOW', 'NFLX', 'TGT']"," -0.567 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the context of the sentence is -0.567."
6400,2018-11-20 21:06:00,2018-11-20 21:06:00,This Leveraged ETF Rapidly Became One Of November's Best,,"['AAPL', 'FB', 'GOOG', 'MSFT', 'NVDA', 'SQ', 'TECS']"," 0.275 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.275."
6401,2018-11-20 23:23:35,2018-11-20 23:23:35,Apple in Talks With VA to Enable Millions of Veterans to Access Health Records From iPhone,,['AAPL']," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.27."
6402,2018-11-21 01:47:44,2018-11-21 01:47:44,Apple Acquires AI Device Startup Silk Labs,,['AAPL']," 0.27 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values are subjective and can vary depending on the individual's perception of the information."
6403,2018-11-21 01:49:30,2018-11-21 01:49:30,"Apple Says Some Users Having Issues with App Store, Apple Music",,['AAPL']," -0.12 

In the given sentence, ""Apple Says Some Users Having Issues with App Store, Apple Music"", the aspect is ""AAPL"". The sentiment strength for this sentence would be -0.12."
6404,2018-11-21 11:51:51,2018-11-21 11:51:51,Hearing Foxconn Has Warned Will Eliminate 10% Of Its Non-Technical Staff,,['AAPL']," -0.256 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is -0.256."
6405,2018-11-21 12:28:46,2018-11-21 12:28:47,"Rosenblatt On Apple: 'iPhone XR Sales Improved during China's ""11.11 Holiday"" but Production may still Face Headwinds from Increasing Competition from Huawei'",,['AAPL']," -0.234 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is -0.234."
6406,2018-11-21 12:42:37,2018-11-21 12:42:37,UPDATE: Rosenblatt On Apple: 'research indicates iPhone XR unit sales have reached iPhone Max unit sales and have surpassed iPhone XS unit sales in China',,['AAPL']," 0.23 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.23."
6407,2018-11-21 12:43:48,2018-11-21 12:43:48,UPDATE: Rosenblatt Says Despite Improvements In iPhone XR Sales 'we continue to believe iPhone XR production may still face some downside risk after the holiday season',,['AAPL'], -0.123
6408,2018-11-21 14:54:47,2018-11-21 14:54:49,"Stock, Oil Markets Bouncing Ahead of Thanksgiving Holiday",,"['AAPL', 'AMZN', 'GS', 'KSS', 'LB', 'PEP', 'TGT', 'TJX']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6409,2018-11-21 15:14:26,2018-11-21 15:14:26,"Analyst: Singles Day Boosts iPhone XR Sales, But Downside Pressure Remains After Holiday",,"['AAPL', 'LITE', 'SNE', 'SSNLF', 'VIAV']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.12."
6410,2018-11-21 16:32:52,2018-11-21 16:32:53,A Perspective On The Recent Meltdown In FAANG Stocks,,"['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'NFLX', 'XLK']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.12."
6411,2018-11-21 17:21:34,2018-11-21 17:21:34,Best Buy Posts Strong Earnings Just In Time For Black Friday: The Sell-Side Reacts,,"['AAPL', 'AMZN', 'BBY']"," 0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context provided in the sentence, what would be the sentiment strength?

Sentiment Strength: 0.12"
6412,2018-11-21 20:24:34,2018-11-21 20:24:34,Chart Pro: Investors Should 'Stick With' Apple For The Long Run,,['AAPL']," 0.678 

In the given sentence, the aspect is ""AAPL"". Based on the context, what is the sentiment strength?

Sentiment Strength: 0.678"
6413,2018-11-21 20:26:40,2018-11-21 20:26:40,'Apple Considered New Connected TV 'Dongle' -The Information,,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.12."
6414,2018-11-23 13:20:54,2018-11-23 13:20:54,"Howard Lindzon: Nike, Lululemon, Apple Lead In 'Fashology'",,"['AAPL', 'LULU', 'MSFT', 'NKE']"," 0.275 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.275."
6415,2018-11-23 14:47:45,2018-11-23 14:47:45,"'Apple rumored to have restarted iPhone X production, but motive not clear' -Apple Insider",,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
6416,2018-11-26 09:04:26,2018-11-26 09:04:27,Apple to Present Arguments Monday at Supreme Court Over App Store Antitrust Case,,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.12."
6417,2018-11-26 14:41:10,2018-11-26 14:41:12,"Data Dive, Trade Talks And Powell: Busy Post-Holiday Week On The Way",,"['AAPL', 'BA', 'CAT', 'DHI', 'LEN', 'LLY', 'MRK', 'NKE', 'PFE', 'T', 'TOL']"," 0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context provided in the sentence, what is the sentiment strength?

Sentiment Strength: 0.12"
6418,2018-11-26 15:13:14,2018-11-26 15:13:15,Cyber Monday Tips And Deals,,"['AAPL', 'AMZN', 'BBY', 'KSS', 'TGT', 'WMT']"," 0.12 

In the given sentence, ""Cyber Monday Tips And Deals"", the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6419,2018-11-26 16:09:16,2018-11-26 16:09:16,"The Supreme Court 'Signals Sympathy"" for Apple App Store Customers, According to Reuters",,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context of the sentence, what is the sentiment strength?

Sentiment Strength: 0.12"
6420,2018-11-26 18:37:07,2018-11-26 18:37:07,"'JUST IN: IBM CEO Ginni Rometty, speaking with EU commissioners in Brussels, joins Apple's Tim Cook and others in calling for the regulation of large consumer-facing tech companies' -CNBC Tweets",,"['AAPL', 'IBM']", 0.123
6421,2018-11-27 09:09:24,2018-11-27 09:09:24,Taiwan Semiconductor Not Seeing Major Impact from Cutback in Chip Orders for Apple's New iPhones,,"['AAPL', 'TSM']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength of this statement is 0.12. This means that the statement has a slightly positive sentiment towards Apple Inc., as it mentions that there isn't a major impact from cutback in chip orders for new iPhones on Taiwan Semiconductor."
6422,2018-11-27 12:28:24,2018-11-27 12:28:25,"Wedbush Calls Report Pres Trump Considered Possibility Of Putting A Tariff On iPhones, Laptops Imported From China 'A Near-Term Overhang'",,['AAPL'], -0.123
6423,2018-11-27 13:39:11,2018-11-27 13:39:11,Why This Analyst Thinks iPhone Tariff News Will Be A Near-Term Overhang For Apple's Stock,,['AAPL']," -0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the context of the sentence is -0.12."
6424,2018-11-27 14:53:55,2018-11-27 14:53:55,'Pinduoduo removed from Apple's China App Store' -Technode Reports,,"['AAPL', 'PDD']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.12."
6425,2018-11-27 15:44:34,2018-11-27 15:44:35,Upbeat Sentiment On Retail Wanes After Trump Comments On Trade,,"['AAPL', 'ADBE', 'AMZN', 'FB', 'GOOG', 'GOOGL']"," -0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the given sentence is -0.12."
6426,2018-11-27 15:58:52,2018-11-27 15:58:52,Microsoft's Valuation Catches Up To Apple — How Did It Happen?,,"['AAPL', 'AMZN', 'MSFT']"," -0.12 

In the given sentence, ""Microsoft's Valuation Catches Up To Apple — How Did It Happen?"" with aspect ""AAPL"", the sentiment strength is -0.12."
6427,2018-11-27 16:01:17,2018-11-27 16:01:18,Insider Response To Tech's Volatile Autumn,,"['AAPL', 'AMZN', 'FB', 'GOOGL', 'INTC', 'JPM', 'MA', 'MSFT']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6428,2018-11-27 18:01:05,2018-11-27 18:01:06,BofA: App Store Litigation Could Impact Apple's 30% Developer Commission,,['AAPL']," -0.12 

In the given sentence, the aspect is ""Apple"" (AAPL). The sentiment strength for this sentence is -0.12."
6429,2018-11-28 12:16:04,2018-11-28 12:16:04,"Apple, Nordstrom, US Bancorp, XLI: 'Fast Money' Picks For November 28",,"['AAPL', 'JWN', 'USB', 'XLI']"," 0.17 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect being analyzed."
6430,2018-11-28 14:00:17,2018-11-28 14:00:17,"Amid 'Perfect Storm,' Wedbush Encourages Apple Investors To See The Forest Through The Trees",,['AAPL']," 0.12 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. For example, in the first sentence, Morrisons has experienced sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. In the second sentence, IMI has reported a drop in organic revenue and warned about its full-year performance, indicating a negative sentiment towards the company. In the third sentence, Wedbush is encouraging Apple investors to maintain a long-term perspective despite challenges, suggesting a slightly positive sentiment towards AAPL."
6431,2018-11-28 15:06:39,2018-11-28 15:06:41,Powell Stepping Up To Stage With Weekend China Talks Waiting in Wings,,"['AAPL', 'AMZN', 'CRM', 'FB', 'M', 'MSFT', 'NFLX', 'TGT', 'TIF']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6432,2018-11-28 15:12:31,2018-11-28 15:12:31,5 Biggest Price Target Changes For Wednesday,,"['AAPL', 'CBRL', 'CRM', 'SAVE', 'TLP']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. The sentiment strength of 0.43 suggests that the news is somewhat positive but not overwhelmingly so.

In the second example, IMI has reported a drop in first-quarter organic revenue and warned about its full-year performance. This indicates a negative sentiment towards the company. The sentiment strength of -0.344 shows that the news is more negative than neutral but not extremely negative.

In the third example, AAPL is mentioned in the context of price target changes for Wednesday. The sentiment strength of 0.12 suggests a very mild positive or negative sentiment, as it is close to neutral."
6433,2018-11-28 16:52:05,2018-11-28 16:52:06,Morgan Stanley Drops Bearish Skyworks Stance After Sell-Off In Apple Supplier's Shares,,"['AAPL', 'AVGO', 'QRVO', 'SWKS']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
6434,2018-11-28 17:36:00,2018-11-28 17:36:00,"Analysts Cite Broadcom's 'Choppier' Backdrop, Wireless Weakness In Neutral Takes",,"['AAPL', 'AVGO']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
6435,2018-11-28 20:10:12,2018-11-28 20:10:12,"'Apple considers new wave of cuts to iPhone orders, sources say -Brightwire Tweets",,['AAPL']," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.567."
6436,2018-11-28 21:02:57,2018-11-28 21:02:58,"'Apple's iPhone XR is company's best-selling model, executive says' -Reuters",,['AAPL'], 0.678
6437,2018-11-29 14:23:12,2018-11-29 14:23:12,"Canaccord Genuity Maintains Buy on Apple, Lowers Price Target From $250 to $225",,['AAPL']," 0.17 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.17."
6438,2018-11-29 14:41:10,2018-11-29 14:41:10,UPDATE: Canaccord On Apple Says 'surveys indicated soft smartphone demand with disappointing initial XR sales' However Firm Still Believes Co. Ecosystem Will Contribute To Strong Ongoing Growth,,['AAPL'], -0.123
